id,price,latitude,longitude,room_type,minimum_nights,number_of_reviews,availability_365
27486300,634.0,30.23757,-97.74778,Entire home/apt,2,36,303
27491207,468.0,30.245990000000003,-97.75458,Entire home/apt,2,5,287
27494437,499.0,30.26823,-97.79629,Entire home/apt,4,1,0
27506626,120.0,30.31227,-97.70100000000001,Entire home/apt,3,15,0
27519547,125.0,30.27866,-97.75393000000001,Entire home/apt,30,1,134
27522302,350.0,30.36882,-98.0003,Entire home/apt,2,9,0
27524298,150.0,30.26,-97.76308,Entire home/apt,2,28,268
27524877,250.0,30.250909999999998,-97.74176999999999,Entire home/apt,1,7,0
27526485,70.0,30.23623,-97.7295,Entire home/apt,2,4,0
27526974,55.0,30.236890000000002,-97.73056,Private room,1,3,0
27527974,400.0,30.21317,-97.76436,Entire home/apt,2,0,88
27545483,512.0,30.26391,-97.72973,Entire home/apt,1,36,270
27551030,133.0,30.291159999999998,-97.74589,Entire home/apt,1,163,320
27551830,350.0,30.29605,-97.83286,Entire home/apt,2,22,305
27554103,150.0,30.25256,-97.72718,Entire home/apt,2,56,293
27556416,232.0,30.3175,-97.6714,Entire home/apt,3,70,198
27557022,237.0,30.24973,-97.74394000000001,Entire home/apt,2,86,124
27583611,150.0,30.25777,-97.76739,Entire home/apt,1,218,150
27584348,286.0,30.25545,-97.77859000000001,Entire home/apt,2,38,102
27624307,225.0,30.270670000000003,-97.74783000000001,Entire home/apt,2,9,16
27624797,208.0,30.272759999999998,-97.7467,Entire home/apt,2,2,9
27624993,198.0,30.27249,-97.74797,Entire home/apt,2,7,0
27625254,256.0,30.2717,-97.74714,Entire home/apt,2,0,0
27625813,256.0,30.2717,-97.74714,Entire home/apt,2,0,0
27626129,256.0,30.2717,-97.74714,Entire home/apt,2,0,0
27633207,156.0,30.30132,-97.71871,Entire home/apt,2,81,147
27636411,96.0,30.311870000000003,-97.72457,Entire home/apt,2,94,81
27650656,141.0,30.236790000000003,-97.78345,Entire home/apt,1,5,0
27651974,170.0,30.19994,-97.84954,Entire home/apt,6,10,1
27656672,93.0,30.185340000000004,-97.74859000000001,Entire home/apt,2,34,0
27660594,240.0,30.274959999999997,-97.71415,Entire home/apt,28,32,82
27661048,78.0,30.321540000000002,-97.74439,Entire home/apt,30,153,0
27673991,103.0,30.263720000000003,-97.71885999999999,Entire home/apt,3,116,76
27674783,93.0,30.291559999999997,-97.7456,Entire home/apt,1,155,336
27675601,150.0,30.2846,-97.77134000000001,Entire home/apt,2,0,0
27676933,120.0,30.28609,-97.77175,Private room,2,4,0
27683559,100.0,30.227190000000004,-97.76244,Entire home/apt,3,7,71
27720500,171.0,30.27843,-97.75878,Entire home/apt,2,18,0
27722414,107.0,30.24125,-97.77449,Entire home/apt,3,36,142
27728361,194.0,30.23625,-97.78258000000001,Entire home/apt,1,4,0
27729695,154.0,30.288790000000002,-97.7663,Entire home/apt,3,38,94
27730184,232.0,30.277990000000003,-97.75175,Entire home/apt,2,2,44
27730819,243.0,30.27915,-97.75216999999999,Entire home/apt,3,0,91
27731700,57.0,30.231959999999997,-97.83714,Entire home/apt,1,12,0
27732264,74.0,30.13662,-97.79415,Entire home/apt,30,5,0
27738213,570.0,30.42206,-97.9459,Private room,1,1,358
27740946,65.0,30.23518,-97.7314,Entire home/apt,1,4,0
27743817,75.0,30.269790000000004,-97.72787,Entire home/apt,7,45,51
27747448,254.0,30.23838,-97.74314,Entire home/apt,5,71,136
27755482,83.0,30.389590000000002,-97.73923,Entire home/apt,1,14,0
27756323,278.0,30.25351,-97.78934,Entire home/apt,2,69,310
27761742,99.0,30.278140000000004,-97.6788,Entire home/apt,2,30,0
27775172,244.0,30.27723,-97.76201,Entire home/apt,2,4,0
27775728,204.0,30.2384,-97.74661,Entire home/apt,3,56,2
27777718,535.0,30.22066,-97.82934,Entire home/apt,4,62,312
27782780,407.0,30.345190000000002,-97.99559,Entire home/apt,4,43,169
27812638,100.0,30.302770000000002,-97.67828,Entire home/apt,30,2,171
27828494,210.0,30.27497,-97.68504,Entire home/apt,3,22,87
27837346,150.0,30.26135,-97.77280999999999,Private room,2,2,89
27848465,400.0,30.2808,-97.71935,Entire home/apt,2,3,268
27850944,160.0,30.240209999999998,-97.74925,Entire home/apt,2,6,0
27856309,150.0,30.276740000000004,-97.72179,Entire home/apt,2,23,129
27866588,650.0,30.209670000000003,-97.95746,Entire home/apt,3,24,0
27879530,100.0,30.29518,-97.62914,Entire home/apt,2,40,77
27892604,150.0,30.25129,-97.71427,Entire home/apt,2,61,50
27894886,132.0,30.281190000000002,-97.71876999999999,Entire home/apt,4,31,3
27898585,371.0,30.27256,-97.74665999999999,Entire home/apt,2,0,0
27901166,265.0,30.25783,-97.74679,Entire home/apt,1,239,0
27901263,95.0,30.2795,-97.7549,Entire home/apt,5,69,1
27901816,185.0,30.42448,-97.68809,Entire home/apt,1,91,350
27904998,99.0,30.268759999999997,-97.69808,Entire home/apt,2,6,0
27926578,150.0,30.17468,-97.86144,Entire home/apt,3,0,0
27927993,650.0,30.2562,-97.7285,Entire home/apt,2,83,253
27929560,512.0,30.264559999999996,-97.72936,Entire home/apt,1,41,284
27933897,269.0,30.26838,-97.72033,Entire home/apt,3,24,128
27953233,299.0,30.24977,-97.79191,Entire home/apt,3,22,0
27957811,226.0,30.25566,-97.77304000000001,Entire home/apt,2,184,55
27958043,84.0,30.233459999999997,-97.73215,Entire home/apt,15,19,239
27959262,86.0,30.224709999999998,-97.69609,Private room,180,1,179
27960164,65.0,30.39878,-97.66268000000001,Private room,1,0,365
27961371,325.0,30.25925,-97.76054,Entire home/apt,3,0,89
27961553,350.0,30.26575,-97.73831,Entire home/apt,1,1,263
27979704,150.0,30.255409999999998,-97.77253,Entire home/apt,3,10,172
27988031,125.0,30.31987,-97.74158,Entire home/apt,2,21,41
27989668,126.0,30.260709999999996,-97.76084,Entire home/apt,2,93,242
28003033,138.0,30.13413,-97.97261,Entire home/apt,2,11,210
28003194,113.0,30.2312,-97.73326,Entire home/apt,2,121,352
28007223,95.0,30.2389,-97.74074,Entire home/apt,2,8,0
28008747,122.0,30.24288,-97.73937,Entire home/apt,2,15,316
28011646,150.0,30.258809999999997,-97.76167,Entire home/apt,2,8,246
28013850,150.0,30.389,-97.96283000000001,Private room,2,1,0
28013906,200.0,30.307409999999997,-97.69813,Entire home/apt,2,10,0
28028198,80.0,30.174940000000003,-97.80004,Entire home/apt,1,11,0
28031149,116.0,30.32102,-97.7206,Entire home/apt,5,74,205
28031565,150.0,30.263709999999996,-97.72929,Entire home/apt,1,7,0
28047242,150.0,30.183809999999998,-97.78293000000001,Entire home/apt,3,0,178
28047759,198.0,30.258290000000002,-97.7562,Entire home/apt,2,12,0
28050099,75.0,30.449679999999997,-97.76079,Private room,1,2,0
28053221,202.0,30.2427,-97.74761,Entire home/apt,1,114,103
28053570,250.0,30.26192,-97.77616,Entire home/apt,3,2,0
28054390,350.0,30.409029999999998,-97.91783000000001,Entire home/apt,2,37,72
28055197,189.0,30.25442,-97.70700000000001,Entire home/apt,2,10,0
28055770,80.0,30.254690000000004,-97.77436999999999,Entire home/apt,2,94,0
28072687,175.0,30.23633,-97.7498,Entire home/apt,2,5,87
28080419,250.0,30.263790000000004,-97.69064,Entire home/apt,2,9,0
28081355,153.0,30.179129999999997,-97.84864,Entire home/apt,2,15,341
28094981,528.0,30.273000000000003,-97.72811,Entire home/apt,3,71,310
28096662,150.0,30.25607,-97.77104,Entire home/apt,3,6,107
28103602,99.0,30.274009999999997,-97.76146,Entire home/apt,30,6,0
28106065,150.0,30.22915,-97.72166,Entire home/apt,30,0,365
28107759,79.0,30.24401,-97.72543,Entire home/apt,2,7,0
28110684,191.0,30.21596,-97.88718,Entire home/apt,1,0,0
28124646,149.0,30.299090000000003,-97.74427,Entire home/apt,2,108,2
28125453,119.0,30.253940000000004,-97.70938000000001,Entire home/apt,29,1,39
28126735,160.0,30.291320000000002,-97.74639,Entire home/apt,2,73,174
28127459,106.0,30.280920000000002,-97.74554,Entire home/apt,2,88,90
28134885,89.0,30.272109999999998,-97.80664,Private room,1,27,59
28138238,60.0,30.19412,-97.7641,Private room,1,7,0
28150235,117.0,30.241840000000003,-97.75464000000001,Entire home/apt,30,68,0
28151254,159.0,30.43923,-97.76906,Entire home/apt,1,3,324
28151432,699.0,30.2637,-97.69018,Entire home/apt,30,23,336
28155148,350.0,30.225340000000003,-97.7363,Entire home/apt,3,0,0
28157437,125.0,30.175340000000002,-97.77857,Entire home/apt,1,8,0
28160371,613.0,30.271279999999997,-97.72874,Entire home/apt,3,72,292
28162919,99.0,30.25416,-97.72327,Entire home/apt,2,113,29
28179655,219.0,30.37896,-97.91608000000001,Entire home/apt,2,26,343
28182587,545.0,30.26316,-97.72946999999999,Entire home/apt,1,41,273
28184779,438.0,30.265,-97.7295,Entire home/apt,1,33,297
28186768,135.0,30.28019,-97.62999,Entire home/apt,1,6,0
28203066,120.0,30.281640000000003,-97.7728,Entire home/apt,2,1,0
28207450,318.0,30.210179999999998,-97.7732,Entire home/apt,1,0,0
28207730,219.0,30.26255,-97.73109000000001,Entire home/apt,1,58,102
28208297,57.0,30.41863,-97.72216,Private room,1,9,330
28217020,70.0,30.3105,-97.72196,Entire home/apt,30,3,225
28245181,150.0,30.25345,-97.76566,Entire home/apt,29,14,0
28246797,54.0,30.24737,-97.82666,Private room,2,9,0
28250995,75.0,30.23648,-97.7822,Entire home/apt,1,55,0
28253030,81.0,30.25732,-97.73138,Private room,2,71,55
28254684,590.0,30.317059999999998,-97.80474,Entire home/apt,1,48,0
28256201,98.0,30.306829999999998,-97.73514,Entire home/apt,31,35,253
28256873,190.0,30.297190000000004,-97.67918,Entire home/apt,2,66,300
28257171,100.0,30.292609999999996,-97.77169,Entire home/apt,30,54,26
28257959,536.0,30.28335,-97.6956,Entire home/apt,2,0,0
28260644,150.0,30.203640000000004,-97.83561999999999,Private room,2,0,0
28274319,162.0,30.291359999999997,-97.74573000000001,Entire home/apt,2,65,147
28278159,95.0,30.25928,-97.77441999999999,Private room,2,14,0
28279178,149.0,30.252370000000003,-97.76337,Entire home/apt,1,2,133
28302431,56.0,30.46582,-97.76573,Private room,1,13,12
28305043,85.0,30.2354,-97.76777,Entire home/apt,2,40,0
28306679,250.0,30.44633,-97.74943,Entire home/apt,3,9,1
28309079,150.0,30.281640000000003,-97.80221,Entire home/apt,2,0,0
28335164,155.0,30.301579999999998,-97.72979000000001,Entire home/apt,2,29,171
28337089,105.0,30.24809,-97.77731999999999,Entire home/apt,2,2,0
28338783,125.0,30.21367,-97.8028,Private room,1,3,179
28340049,100.0,30.224790000000002,-97.75301,Entire home/apt,2,176,150
28342174,212.0,30.2717,-97.74714,Entire home/apt,2,1,89
28346632,500.0,30.2717,-97.74714,Entire home/apt,2,1,89
28355549,247.0,30.39051,-97.9677,Entire home/apt,3,31,146
28362968,488.0,30.26306,-97.72946,Entire home/apt,1,43,286
28379054,65.0,30.38232,-97.66975,Entire home/apt,2,132,142
28382583,88.0,30.24673,-97.7815,Private room,2,3,0
28406091,99.0,30.23064,-97.79316999999999,Private room,2,40,0
28411541,87.0,30.3075,-97.69863000000001,Entire home/apt,2,92,337
28414169,60.0,30.495790000000003,-97.79596,Private room,1,14,0
28431523,150.0,30.269790000000004,-97.72651,Entire home/apt,1,46,332
28434566,53.0,30.36763,-97.73543000000001,Private room,1,4,365
28440340,400.0,30.29127,-97.84235,Entire home/apt,1,2,0
28441778,63.0,30.255879999999998,-97.75338,Entire home/apt,29,93,51
28443182,134.0,30.2788,-97.74762,Entire home/apt,2,88,142
28458297,158.0,30.27856,-97.77035,Entire home/apt,3,136,109
28461568,676.0,30.240090000000002,-97.73059,Entire home/apt,2,15,0
28463789,150.0,30.26497,-97.72863000000001,Entire home/apt,1,2,1
28465793,134.0,30.278370000000002,-97.74741,Entire home/apt,2,85,146
28466259,150.0,30.264329999999998,-97.73089,Entire home/apt,2,1,218
28466749,90.0,30.27577,-97.76352,Entire home/apt,2,123,0
28466833,147.0,30.25552,-97.7347,Entire home/apt,1,52,10
28467915,140.0,30.4459,-97.75246,Entire home/apt,2,15,342
28483791,124.0,30.252990000000004,-97.78094,Entire home/apt,1,3,0
28485287,150.0,30.27378,-97.70801,Entire home/apt,2,11,0
28488431,205.0,30.25623,-97.72041999999999,Entire home/apt,1,7,0
28488777,79.0,30.258459999999996,-97.90262,Entire home/apt,2,5,0
28489569,150.0,30.237640000000003,-97.811,Entire home/apt,99,2,354
28490316,150.0,30.270090000000003,-97.78019,Entire home/apt,99,0,354
28490380,150.0,30.26435,-97.72997,Entire home/apt,1,7,266
28491861,108.0,30.2952,-97.73621,Entire home/apt,2,44,161
28494543,250.0,30.2572,-97.77311999999999,Entire home/apt,2,6,0
28495316,150.0,30.31705,-97.71871999999999,Entire home/apt,5,9,0
28501479,150.0,30.26765,-97.74358000000001,Entire home/apt,1,1,90
28511447,220.0,30.4179,-97.69326,Entire home/apt,1,178,324
28512594,265.0,30.35002,-97.7183,Entire home/apt,2,13,308
28513815,97.0,30.25675,-97.77447,Entire home/apt,2,22,260
28516634,80.0,30.3244,-97.75417,Entire home/apt,1,4,0
28522077,175.0,30.3071,-97.72409,Entire home/apt,4,5,0
28561681,118.0,30.15107,-97.79226,Entire home/apt,2,1,0
28567308,52.0,30.3096,-97.72314,Private room,2,26,0
28580619,145.0,30.34698,-97.61446,Entire home/apt,1,44,294
28584604,695.0,30.27601,-97.75508,Entire home/apt,3,1,88
28585844,110.0,30.307409999999997,-97.73241,Entire home/apt,2,5,0
28586138,79.0,30.333209999999998,-97.698,Entire home/apt,2,200,140
28587368,128.0,30.214240000000004,-98.01941,Entire home/apt,2,132,244
28606500,139.0,30.25907,-97.72776,Entire home/apt,3,43,65
28607716,193.0,30.26132,-97.73204,Entire home/apt,2,32,62
28609272,199.0,30.25576,-97.69973,Entire home/apt,3,32,58
28610989,250.0,30.19707,-97.69767,Entire home/apt,2,54,0
28611331,179.0,30.27034,-97.72971,Private room,2,17,0
28613091,536.0,30.26394,-97.74611999999999,Entire home/apt,2,1,0
28614890,78.0,30.2919,-97.70254,Private room,2,0,0
28635135,500.0,30.230140000000002,-97.78486,Entire home/apt,2,0,0
28635902,117.0,30.17786,-97.78935,Entire home/apt,2,97,275
28636511,100.0,30.22304,-97.79212,Entire home/apt,1,5,0
28636972,83.0,30.2338,-97.76086,Entire home/apt,1,93,331
28637349,350.0,30.19,-97.83237,Entire home/apt,2,0,0
28637495,106.0,30.25008,-97.74394000000001,Entire home/apt,1,174,351
28640193,120.0,30.2785,-97.70801,Entire home/apt,1,373,77
28643419,100.0,30.17388,-97.8342,Entire home/apt,2,13,0
28660193,172.0,30.22097,-97.79411,Entire home/apt,4,29,270
28667284,425.0,30.26275,-97.77663000000001,Entire home/apt,1,1,0
28671016,75.0,30.284540000000003,-97.71543,Entire home/apt,2,48,41
28686944,149.0,30.30643,-97.64603000000001,Entire home/apt,2,30,3
28688485,149.0,30.26411,-97.74582,Entire home/apt,3,17,1
28691378,110.0,30.238000000000003,-97.7436,Entire home/apt,2,22,1
28697165,250.0,30.34755,-97.72098000000001,Entire home/apt,3,1,0
28697258,199.0,30.32553,-97.73559,Entire home/apt,30,3,0
28699103,255.0,30.297220000000003,-97.69685,Entire home/apt,3,3,0
28716667,82.0,30.1762,-97.76477,Entire home/apt,2,3,0
28718169,150.0,30.239659999999997,-97.78319,Entire home/apt,1,1,0
28721498,150.0,30.2927,-97.82996999999999,Entire home/apt,3,0,363
28721556,95.0,30.23234,-97.76286999999999,Entire home/apt,1,99,103
28736861,100.0,30.287840000000003,-97.76621999999999,Private room,1,3,0
28736892,250.0,30.27921,-97.75798,Entire home/apt,2,2,0
28738883,80.0,30.35963,-97.72476999999999,Entire home/apt,30,57,125
28739880,200.0,30.25628,-97.76286999999999,Private room,2,3,0
28742342,72.0,30.28405,-97.74922,Entire home/apt,2,61,250
28759137,181.0,30.25962,-97.7085,Entire home/apt,2,28,33
28759853,64.0,30.22663,-97.70668,Private room,2,1,89
28773292,115.0,30.22621,-97.79287,Entire home/apt,2,7,0
28777184,115.0,30.245929999999998,-97.74531,Entire home/apt,3,23,81
28779533,140.0,30.22162,-97.6912,Private room,2,0,0
28780167,304.0,30.27095,-97.74864000000001,Entire home/apt,2,0,28
28784329,105.0,30.328059999999997,-97.70241,Entire home/apt,3,75,29
28800449,90.0,30.26207,-97.72473000000001,Entire home/apt,1,11,0
28805352,200.0,30.30762,-97.72437,Entire home/apt,1,32,0
28805600,149.0,30.28115,-97.69399,Entire home/apt,2,5,0
28809197,90.0,30.26163,-97.77514000000001,Entire home/apt,5,10,0
28812040,135.0,30.27686,-97.67912,Entire home/apt,2,44,6
28816792,73.0,30.31105,-97.70475,Entire home/apt,1,24,0
28817504,94.0,30.28122,-97.76113000000001,Entire home/apt,2,2,0
28830910,150.0,30.276120000000002,-97.70755,Entire home/apt,14,53,0
28831630,211.0,30.297859999999996,-97.67653,Entire home/apt,2,46,319
28837617,150.0,30.27327,-97.63308,Entire home/apt,30,0,0
28838357,88.0,30.29552,-97.72469,Private room,1,7,0
28838521,170.0,30.251620000000003,-97.74504,Entire home/apt,2,4,0
28842279,299.0,30.238690000000002,-97.73438,Entire home/apt,3,6,0
28844396,262.0,30.280240000000003,-97.70458,Entire home/apt,2,44,137
28853517,214.0,30.291690000000003,-97.72023,Entire home/apt,1,26,0
28854237,114.0,30.29202,-97.72081999999999,Entire home/apt,1,52,0
28856423,425.0,30.304890000000004,-97.79536,Entire home/apt,2,0,0
28868568,500.0,30.23562,-97.74766,Entire home/apt,1,0,0
28869490,55.0,30.23653,-97.78990999999999,Entire home/apt,2,18,0
28870119,250.0,30.27975,-97.75551,Entire home/apt,2,2,0
28883976,203.0,30.27148,-97.74606,Entire home/apt,3,3,90
28884334,350.0,30.21286,-97.98692,Private room,2,0,318
28885108,335.0,30.41716,-97.94024,Entire home/apt,2,74,183
28887970,86.0,30.32125,-97.72673,Entire home/apt,2,52,111
28893637,141.0,30.25399,-97.75724,Entire home/apt,3,53,15
28894832,126.0,30.43433,-97.77963000000001,Entire home/apt,2,31,359
28896430,130.0,30.286540000000002,-97.74811,Private room,1,5,0
28897994,117.0,30.26046,-97.72414,Entire home/apt,1,100,40
28898451,129.0,30.26046,-97.72414,Entire home/apt,1,89,30
28909212,114.0,30.27437,-97.72882,Entire home/apt,2,132,98
28912434,696.0,30.27605,-97.75322,Entire home/apt,2,1,356
28912786,125.0,30.23923,-97.73206,Entire home/apt,1,3,0
28929319,270.0,30.221140000000002,-97.78376,Entire home/apt,2,2,0
28932789,68.0,30.26483,-97.71313,Private room,1,44,121
28934826,131.0,30.22842,-97.65836,Entire home/apt,1,51,89
28937455,100.0,30.234059999999996,-97.71226,Private room,1,1,0
28941156,150.0,30.36096,-97.96864000000001,Entire home/apt,1,24,12
28942131,65.0,30.230790000000002,-97.72144,Private room,2,6,0
28951944,95.0,30.25971,-97.71974,Private room,1,14,0
28959494,59.0,30.2868,-97.74979,Entire home/apt,3,2,0
28961538,62.0,30.37353,-97.91949,Entire home/apt,2,71,357
28982120,125.0,30.243370000000002,-97.75357,Private room,2,0,12
28983163,130.0,30.178459999999998,-97.77190999999999,Private room,1,2,0
28984297,189.0,30.41105,-97.6809,Entire home/apt,2,5,90
28985284,100.0,30.3005,-97.71051,Entire home/apt,2,74,79
28986892,85.0,30.22962,-97.76393,Entire home/apt,2,4,0
28986933,368.0,30.261409999999998,-97.71932,Entire home/apt,2,10,88
28988167,250.0,30.275859999999998,-97.70246999999999,Entire home/apt,1,94,349
28989413,70.0,30.23697,-97.73016,Private room,1,2,0
29002611,160.0,30.341590000000004,-97.71651,Entire home/apt,1,10,0
29006190,400.0,30.244979999999998,-97.77629,Entire home/apt,2,0,365
29008757,180.0,30.27468,-97.71938,Entire home/apt,2,1,364
29010142,249.0,30.303990000000002,-97.75883,Entire home/apt,2,24,71
29010337,285.0,30.200770000000002,-97.77356999999999,Entire home/apt,1,3,0
29011309,90.0,30.31955,-97.70926,Entire home/apt,2,3,0
29011641,150.0,30.3289,-97.76881,Entire home/apt,1,29,345
29014277,65.0,30.298029999999997,-97.7025,Private room,2,11,0
29014752,120.0,30.288690000000003,-97.74759,Private room,1,8,0
29015105,149.0,30.32845,-97.69724000000001,Entire home/apt,3,46,216
29016185,400.0,30.2756,-97.70221,Entire home/apt,1,0,0
29017102,200.0,30.244259999999997,-97.7724,Entire home/apt,1,1,0
29027411,60.0,30.42387,-97.76290999999999,Private room,1,2,0
29028608,85.0,30.318540000000002,-97.71011,Entire home/apt,1,69,108
29031975,60.0,30.21528,-97.80391999999999,Private room,2,26,287
29035011,68.0,30.36526,-97.67655,Entire home/apt,30,0,126
29035261,300.0,30.20417,-97.82483,Entire home/apt,2,2,0
29035524,100.0,30.3144,-97.74423,Private room,1,0,0
29054550,225.0,30.26657,-97.78669000000001,Entire home/apt,3,2,0
29056812,229.0,30.344559999999998,-97.72593,Entire home/apt,2,0,0
29062281,85.0,30.267540000000004,-97.71777,Private room,1,4,89
29062282,120.0,30.1482,-97.77309,Entire home/apt,2,1,0
29062733,85.0,30.23078,-97.72757,Private room,1,0,0
29065625,75.0,30.23547,-97.78877,Entire home/apt,1,23,0
29096662,59.0,30.21985,-97.97193,Private room,2,23,101
29104858,155.0,30.25083,-97.74600000000001,Entire home/apt,2,51,0
29106910,75.0,30.23694,-97.78459000000001,Entire home/apt,1,3,0
29122698,79.0,30.40158,-97.70586999999999,Entire home/apt,7,1,0
29129643,207.0,30.279009999999996,-97.756,Entire home/apt,1,18,42
29143544,250.0,30.22222,-97.69213,Private room,7,1,227
29152750,499.0,30.26962,-97.75359,Entire home/apt,2,0,89
29155765,85.0,30.28039,-97.75753,Private room,1,0,0
29155994,275.0,30.275859999999998,-97.68806,Entire home/apt,7,2,1
29158954,300.0,30.21953,-97.69778000000001,Private room,30,0,0
29160550,225.0,30.24307,-97.76658,Entire home/apt,2,6,173
29183881,150.0,30.330470000000002,-97.78129,Entire home/apt,3,22,68
29191784,180.0,30.2631,-97.7335,Entire home/apt,2,44,41
29197902,570.0,30.4031,-97.89056,Entire home/apt,1,2,358
29208342,110.0,30.347920000000002,-97.73949,Entire home/apt,2,33,9
29217076,150.0,30.336309999999997,-97.6957,Entire home/apt,2,1,0
29236651,428.0,30.27593,-97.71749,Entire home/apt,2,23,1
29238930,79.0,30.392059999999997,-97.64285,Private room,1,0,0
29259035,105.0,30.260109999999997,-97.73756,Entire home/apt,1,17,0
29273293,135.0,30.239390000000004,-97.58033,Entire home/apt,2,20,0
29278918,165.0,30.364290000000004,-97.78737,Entire home/apt,2,14,0
29281057,75.0,30.23837,-97.78851,Entire home/apt,2,0,0
29302404,66.0,30.253,-97.7225,Private room,1,197,330
29303326,185.0,30.282790000000002,-97.70415,Entire home/apt,2,31,43
29306574,172.0,30.27995,-97.68384,Entire home/apt,2,78,120
29315029,85.0,30.23821,-97.74651,Entire home/apt,2,81,74
29315359,150.0,30.279690000000002,-97.696,Entire home/apt,1,9,0
29325361,213.0,30.27103,-97.74706,Entire home/apt,3,2,87
29335099,129.0,30.22457,-97.75608000000001,Entire home/apt,30,1,0
29336751,651.0,30.245690000000003,-97.77497,Entire home/apt,2,0,0
29341332,65.0,30.288190000000004,-97.64694,Private room,30,21,0
29342793,227.0,30.271340000000002,-97.74696,Entire home/apt,3,7,90
29362729,468.0,30.254659999999998,-97.71233000000001,Entire home/apt,2,25,305
29362841,111.0,30.22802,-97.65978,Entire home/apt,1,31,89
29365014,225.0,30.26967,-97.74936,Entire home/apt,2,3,0
29385985,279.0,30.234370000000002,-97.75234,Entire home/apt,3,51,0
29394770,520.0,30.42673,-97.85909000000001,Entire home/apt,7,6,255
29435617,371.0,30.298170000000002,-97.70065,Entire home/apt,2,63,0
29441551,233.0,30.357329999999997,-97.72138000000001,Entire home/apt,2,71,0
29455692,79.0,30.2989,-97.73543000000001,Private room,1,9,0
29464699,390.0,30.37932,-97.95891999999999,Entire home/apt,2,17,303
29465008,500.0,30.23667,-97.75989,Entire home/apt,3,11,180
29510507,145.0,30.397679999999998,-97.7227,Entire home/apt,3,4,0
29511390,100.0,30.261059999999997,-97.79822,Entire home/apt,30,8,37
29520624,207.0,30.298659999999998,-97.73693,Entire home/apt,1,1,0
29538555,79.0,30.283109999999997,-97.74882,Private room,4,22,0
29566341,159.0,30.325770000000002,-97.68184000000001,Entire home/apt,2,10,0
29602154,293.0,30.35192,-97.99546,Entire home/apt,2,5,0
29625496,240.0,30.35428,-97.99741,Entire home/apt,2,14,0
29631077,102.0,30.25517,-97.72368,Entire home/apt,1,170,159
29645290,325.0,30.26561,-97.74194,Entire home/apt,2,73,307
29657338,387.0,30.30064,-97.84326,Entire home/apt,2,82,271
29662560,215.0,30.244020000000003,-97.77252,Entire home/apt,3,14,43
29671202,490.0,30.252990000000004,-97.71021999999999,Entire home/apt,1,16,291
29678620,150.0,30.23665,-97.75992,Private room,1,2,83
29686350,76.0,30.21792,-97.78198,Private room,2,28,73
29700710,79.0,30.20866,-97.81765,Entire home/apt,2,30,0
29703185,216.0,30.40304,-97.71338,Entire home/apt,2,34,321
29703847,145.0,30.40365,-97.71415,Entire home/apt,2,31,307
29703848,175.0,30.405759999999997,-97.71377,Entire home/apt,2,35,316
29709582,221.0,30.2562,-97.73447,Entire home/apt,30,74,250
29710046,118.0,30.291840000000004,-97.73404000000001,Entire home/apt,30,10,72
29727035,542.0,30.25321,-97.72149,Entire home/apt,2,23,337
29755166,112.0,30.27988,-97.67697,Entire home/apt,1,131,77
29758626,222.0,30.25429,-97.75171,Entire home/apt,2,39,69
29758656,256.0,30.25436,-97.75312,Entire home/apt,2,36,317
29761771,80.0,30.33028,-97.72466999999999,Entire home/apt,2,2,0
29762127,221.0,30.27392,-97.71478,Entire home/apt,2,24,162
29774978,108.0,30.25977,-97.72282,Entire home/apt,2,102,116
29782653,200.0,30.174229999999998,-97.77806,Entire home/apt,2,0,362
29797445,129.0,30.297279999999997,-97.6771,Private room,1,3,179
29798972,75.0,30.25635,-97.74464,Entire home/apt,1,0,0
29824754,75.0,30.29147,-97.72278,Entire home/apt,1,2,0
29833028,200.0,30.20648,-97.84225,Entire home/apt,2,3,0
29835538,52.0,30.328440000000004,-97.68723,Private room,1,17,0
29847245,150.0,30.255359999999996,-97.71871,Entire home/apt,3,0,180
29857481,257.0,30.295679999999997,-97.74051,Entire home/apt,1,85,8
29858348,60.0,30.364859999999997,-97.73429,Entire home/apt,1,78,0
29873169,65.0,30.40292,-97.70214,Entire home/apt,1,8,0
29877523,275.0,30.2808,-97.76295999999999,Entire home/apt,2,67,56
29878037,325.0,30.227259999999998,-97.69428,Entire home/apt,2,7,0
29896995,73.0,30.284470000000002,-97.74756,Entire home/apt,2,84,257
29899144,70.0,30.34318,-97.7003,Private room,2,2,0
29906126,100.0,30.2773,-97.70926999999999,Entire home/apt,8,9,290
29914282,55.0,30.239620000000002,-97.79366999999999,Entire home/apt,2,0,0
29921801,85.0,30.2807,-97.74424,Entire home/apt,1,17,0
29924361,493.0,30.273740000000004,-97.76095,Entire home/apt,4,4,0
29928316,200.0,30.297320000000003,-97.69968,Entire home/apt,4,10,185
29947173,165.0,30.41613,-97.92867,Entire home/apt,3,106,322
29960041,150.0,30.30648,-97.81586999999999,Entire home/apt,3,0,362
29960722,160.0,30.29103,-97.72440999999999,Entire home/apt,2,54,172
29965151,515.0,30.26502,-97.73241,Entire home/apt,1,245,344
29966638,405.0,30.3005,-97.75805,Entire home/apt,31,12,341
29968147,180.0,30.3187,-97.7192,Entire home/apt,3,2,0
29986605,120.0,30.202640000000002,-97.83909,Entire home/apt,1,96,0
29986678,175.0,30.26081,-97.70604,Entire home/apt,2,4,0
