id,price,latitude,longitude,room_type,minimum_nights,number_of_reviews,availability_365
5552689,300.0,30.34447,-97.74328,Entire home/apt,3,5,0
5557742,150.0,30.288840000000004,-97.77447,Entire home/apt,1,0,0
5558744,95.0,30.32948,-97.64761999999999,Entire home/apt,1,174,317
5561157,150.0,30.244609999999998,-97.75264,Entire home/apt,2,154,0
5566540,150.0,30.23364,-97.76734,Entire home/apt,7,0,0
5568589,150.0,30.2526,-97.77946999999999,Entire home/apt,4,0,0
5568864,150.0,30.301959999999998,-97.75752,Entire home/apt,1,0,0
5571901,150.0,30.290429999999997,-97.74717,Entire home/apt,3,0,0
5572837,499.0,30.28367,-97.74625999999999,Entire home/apt,1,1,0
5580263,150.0,30.26812,-97.7243,Entire home/apt,1,0,0
5580918,600.0,30.24445,-97.75487,Entire home/apt,3,0,0
5587184,80.0,30.297279999999997,-97.68621999999999,Private room,1,1,0
5590653,150.0,30.30309,-97.7217,Entire home/apt,1,0,0
5591862,500.0,30.25328,-97.76533,Entire home/apt,1,0,0
5592752,230.0,30.29242,-97.7338,Entire home/apt,1,2,0
5593491,399.0,30.30244,-97.68361,Entire home/apt,5,0,0
5593563,425.0,30.26077,-97.73382,Private room,1,0,0
5594027,179.0,30.22386,-97.72586,Entire home/apt,1,0,364
5600950,400.0,30.219859999999997,-97.77223000000001,Entire home/apt,1,0,0
5601570,120.0,30.25419,-97.72434,Entire home/apt,2,508,57
5602667,125.0,30.311970000000002,-97.73021,Entire home/apt,1,1,0
5603007,89.0,30.27347,-97.7028,Private room,1,4,365
5603829,250.0,30.251070000000002,-97.76426,Entire home/apt,3,0,0
5607191,115.0,30.356070000000003,-97.7159,Entire home/apt,1,0,0
5607471,300.0,30.283209999999997,-97.76966999999999,Private room,1,0,0
5607608,140.0,30.22907,-97.73549,Entire home/apt,3,0,0
5612495,141.0,30.247709999999998,-97.73127,Entire home/apt,2,3,0
5615072,161.0,30.24411,-97.73858,Entire home/apt,2,22,1
5616235,125.0,30.24292,-97.72411,Entire home/apt,5,0,0
5617119,375.0,30.255159999999997,-97.74426,Entire home/apt,2,2,0
5617149,150.0,30.24275,-97.72719000000001,Entire home/apt,2,9,0
5617900,150.0,30.249209999999998,-97.79094,Entire home/apt,1,0,89
5618093,425.0,30.284359999999996,-97.71759,Entire home/apt,1,0,0
5618324,200.0,30.2411,-97.75872,Entire home/apt,1,0,0
5618529,140.0,30.29045,-97.71908,Private room,2,0,0
5619107,200.0,30.25116,-97.76048,Entire home/apt,1,0,0
5625746,90.0,30.300990000000002,-97.73354,Private room,1,1,0
5626595,200.0,30.178690000000003,-97.75264,Private room,1,0,0
5631123,70.0,30.245140000000003,-97.7815,Entire home/apt,1,1,0
5632201,80.0,30.302190000000003,-97.73395,Private room,1,2,0
5636464,400.0,30.397090000000002,-97.7513,Entire home/apt,1,0,0
5637884,350.0,30.24267,-97.7247,Entire home/apt,1,0,0
5639508,150.0,30.2705,-97.74059,Entire home/apt,2,0,0
5641624,150.0,30.291729999999998,-97.74494,Private room,1,1,0
5641633,200.0,30.24111,-97.75731,Entire home/apt,1,0,0
5641970,275.0,30.287090000000003,-97.74767,Entire home/apt,3,0,0
5642926,200.0,30.29219,-97.74235999999999,Entire home/apt,1,0,0
5647599,125.0,30.307470000000002,-97.75241,Entire home/apt,1,1,0
5647715,300.0,30.288909999999998,-97.81000999999999,Entire home/apt,2,0,0
5648485,199.0,30.3511,-97.75516,Entire home/apt,1,0,0
5649246,200.0,30.31392,-97.73424,Entire home/apt,1,0,0
5650946,500.0,30.22845,-97.76798000000001,Entire home/apt,1,0,0
5651347,150.0,30.313340000000004,-97.73483,Private room,1,0,0
5651702,400.0,30.34008,-97.81918,Entire home/apt,1,0,0
5652198,75.0,30.232159999999997,-97.72807,Shared room,1,3,0
5652310,99.0,30.182679999999998,-97.79659000000001,Private room,1,1,0
5653621,200.0,30.290159999999997,-97.75142,Private room,1,0,0
5659852,621.0,30.292579999999997,-97.74600000000001,Entire home/apt,1,0,0
5660373,160.0,30.278640000000003,-97.7897,Entire home/apt,30,5,337
5660770,370.0,30.324509999999997,-97.73312,Entire home/apt,2,0,0
5666350,250.0,30.2305,-97.72593,Entire home/apt,1,0,0
5667556,250.0,30.232940000000003,-97.7361,Entire home/apt,1,0,0
5669646,242.0,30.316090000000003,-97.71823,Entire home/apt,2,67,0
5669658,105.0,30.26673,-97.73099,Entire home/apt,5,0,0
5670682,80.0,30.28677,-97.74600000000001,Private room,1,1,0
5670726,220.0,30.277859999999997,-97.71135,Entire home/apt,2,10,0
5671821,75.0,30.2916,-97.74861,Private room,4,0,0
5672823,200.0,30.29255,-97.73968,Entire home/apt,1,0,0
5673112,550.0,30.29164,-97.72922,Entire home/apt,1,0,0
5673299,350.0,30.25558,-97.74481,Entire home/apt,1,0,0
5685281,200.0,30.27409,-97.75935,Entire home/apt,1,0,0
5686309,175.0,30.180259999999997,-97.7751,Private room,1,0,0
5693337,170.0,30.39845,-97.69929,Private room,1,0,0
5695124,175.0,30.238259999999997,-97.7319,Entire home/apt,1,0,0
5697049,395.0,30.26472,-97.73680999999999,Entire home/apt,3,0,0
5697316,300.0,30.26835,-97.73227,Entire home/apt,1,0,0
5706306,150.0,30.23902,-97.73899,Private room,2,0,0
5706852,70.0,30.2386,-97.75258000000001,Shared room,1,1,0
5718336,88.0,30.232840000000003,-97.82876999999999,Entire home/apt,3,2,0
5718552,149.0,30.252270000000003,-97.77944000000001,Entire home/apt,2,161,333
5728862,190.0,30.31539,-97.70543,Entire home/apt,2,153,0
5729593,135.0,30.25941,-97.76634,Entire home/apt,2,20,347
5755416,178.0,30.281609999999997,-97.76093,Entire home/apt,1,45,316
5761331,99.0,30.25832,-97.78059,Entire home/apt,2,2,0
5768194,380.0,30.38372,-97.79719,Entire home/apt,1,17,338
5768833,195.0,30.29675,-97.7821,Entire home/apt,2,100,289
5769019,95.0,30.396209999999996,-97.72665,Entire home/apt,1,2,0
5774327,515.0,30.2386,-97.71392,Private room,1,0,365
5775285,429.0,30.25895,-97.72344,Entire home/apt,28,17,256
5780591,60.0,30.3229,-97.72801,Entire home/apt,2,81,0
5794015,169.0,30.26026,-97.80178000000001,Private room,1,8,365
5805293,250.0,30.302059999999997,-97.7529,Entire home/apt,14,64,123
5806636,140.0,30.24411,-97.73858,Entire home/apt,3,58,284
5811482,299.0,30.49703,-97.79786999999999,Private room,5,0,365
5813732,117.0,30.22268,-97.79502,Entire home/apt,30,33,287
5819674,175.0,30.25197,-97.75525999999999,Entire home/apt,2,114,232
5851471,80.0,30.30599,-97.72864,Entire home/apt,4,2,0
5851765,75.0,30.256420000000002,-97.7514,Private room,3,0,0
5869022,60.0,30.271759999999997,-97.80951,Private room,1,254,226
5871200,145.0,30.22852,-97.728,Entire home/apt,1,9,0
5873238,86.0,30.31151,-97.7228,Entire home/apt,1,488,101
5928354,550.0,30.244320000000002,-97.76301,Entire home/apt,1,0,0
5928519,500.0,30.268109999999997,-97.75296,Entire home/apt,1,0,0
5928709,84.0,30.25566,-97.72254000000001,Private room,3,49,0
5992071,145.0,30.31137,-97.74686,Entire home/apt,1,36,250
6016413,136.0,30.26435,-97.74093,Entire home/apt,2,124,336
6017483,150.0,30.286270000000002,-97.74804,Private room,10,0,0
6025598,319.0,30.303279999999997,-97.73243000000001,Entire home/apt,30,84,0
6056285,150.0,30.35793,-97.75242,Entire home/apt,2,0,0
6056676,150.0,30.36863,-97.76733,Entire home/apt,30,9,0
6088588,450.0,30.26046,-97.77332,Entire home/apt,2,10,357
6093246,600.0,30.25194,-97.78473000000001,Entire home/apt,2,0,365
6093402,195.0,30.24445,-97.74059,Entire home/apt,3,0,0
6100305,152.0,30.264570000000003,-97.7476,Entire home/apt,3,33,47
6116865,139.0,30.28939,-97.74555,Entire home/apt,1,79,309
6118674,93.0,30.2533,-97.72416,Entire home/apt,1,532,125
6120864,140.0,30.461090000000002,-97.79808,Entire home/apt,2,48,261
6131087,400.0,30.3108,-97.71896,Entire home/apt,2,29,344
6157746,99.0,30.27202,-97.72355999999999,Private room,2,17,23
6184106,146.0,30.233659999999997,-97.78130999999999,Private room,90,211,275
6185503,55.0,30.36693,-97.69924,Private room,2,50,261
6186041,264.0,30.245070000000002,-97.75755,Entire home/apt,2,52,287
6187395,119.0,30.30423,-97.71788000000001,Entire home/apt,1,149,287
6198536,239.0,30.243990000000004,-97.72886,Entire home/apt,3,25,239
6214178,281.0,30.26703,-97.7415,Entire home/apt,1,154,147
6234498,150.0,30.245540000000002,-97.74791,Entire home/apt,5,96,291
6238933,350.0,30.255959999999998,-97.73389,Entire home/apt,2,71,46
6248576,55.0,30.24336,-97.75225,Entire home/apt,90,6,288
6250110,100.0,30.31062,-97.74537,Entire home/apt,31,15,0
6260941,127.0,30.31356,-97.73939,Entire home/apt,7,52,214
6288166,100.0,30.31948,-97.7413,Entire home/apt,1,2,0
6291496,250.0,30.25437,-97.76158000000001,Entire home/apt,2,0,0
6291810,613.0,30.226490000000002,-97.87056,Entire home/apt,7,52,333
6311988,329.0,30.22543,-97.76427,Entire home/apt,2,13,365
6325661,150.0,30.2418,-97.77895,Entire home/apt,2,0,364
6347473,100.0,30.27755,-97.70333000000001,Entire home/apt,2,33,0
6391710,180.0,30.25405,-97.72702,Entire home/apt,2,294,142
6430521,325.0,30.218609999999998,-97.78829,Entire home/apt,2,0,0
6432177,143.0,30.294690000000003,-97.77688,Entire home/apt,2,21,203
6490112,100.0,30.256429999999998,-97.77878,Entire home/apt,1,216,142
6491526,224.0,30.303,-97.68949,Entire home/apt,2,43,284
6539818,128.0,30.27848,-97.74333,Entire home/apt,2,189,342
6560787,150.0,30.243709999999997,-97.75976,Entire home/apt,2,20,0
6570493,108.0,30.27735,-97.75304,Entire home/apt,2,320,60
6572544,150.0,30.248409999999996,-97.56062,Entire home/apt,1,0,365
6575767,495.0,30.28803,-97.79862,Entire home/apt,2,87,356
6584889,149.0,30.31502,-97.69379,Entire home/apt,30,27,238
6586376,65.0,30.4685,-97.77660999999999,Entire home/apt,2,56,0
6586413,238.0,30.274259999999998,-97.75278,Entire home/apt,3,8,0
6586651,100.0,30.307840000000002,-97.71484,Entire home/apt,30,8,0
6590801,180.0,30.2806,-97.71204,Entire home/apt,2,212,265
6596091,200.0,30.258359999999996,-97.70571,Entire home/apt,2,5,13
6603660,149.0,30.29805,-97.73215,Entire home/apt,1,55,340
6608652,130.0,30.23433,-97.79035999999999,Entire home/apt,1,0,0
6612246,82.0,30.2685,-97.72221,Entire home/apt,1,401,36
6613299,152.0,30.2487,-97.75227,Entire home/apt,2,65,348
6616920,200.0,30.368779999999997,-97.665,Private room,1,0,0
6625929,120.0,30.225459999999998,-97.7621,Entire home/apt,2,2,2
6626589,139.0,30.314490000000003,-97.70189,Entire home/apt,3,1,0
6634808,125.0,30.29073,-97.70855,Private room,1,7,89
6638084,61.0,30.281570000000002,-97.68672,Entire home/apt,28,218,0
6690195,69.0,30.21968,-97.77011,Entire home/apt,1,10,0
6721639,205.0,30.255470000000003,-97.73361,Entire home/apt,7,162,49
6744307,90.0,30.41283,-97.69736,Entire home/apt,30,64,184
6777032,75.0,30.30915,-97.71273000000001,Entire home/apt,2,279,0
6782834,555.0,30.2436,-98.00397,Entire home/apt,3,17,0
6820899,102.0,30.304129999999997,-97.6783,Entire home/apt,2,229,134
6822336,55.0,30.304129999999997,-97.73446,Entire home/apt,3,2,0
6832830,120.0,30.2242,-97.75329,Entire home/apt,1,0,0
6850781,115.0,30.249190000000002,-97.74761,Entire home/apt,1,169,330
6854195,152.0,30.270840000000003,-97.7282,Entire home/apt,2,135,46
6868943,486.0,30.38324,-97.74624,Entire home/apt,3,161,170
6870646,125.0,30.31028,-97.73066,Entire home/apt,30,38,234
6932061,99.0,30.23903,-97.74484,Entire home/apt,3,205,275
6935687,120.0,30.254540000000002,-97.75714,Private room,1,14,363
6935869,289.0,30.269890000000004,-97.72766999999999,Entire home/apt,2,176,279
6973708,102.0,30.24012,-97.75774,Entire home/apt,3,6,346
6975186,150.0,30.271,-97.73116999999999,Entire home/apt,3,10,359
6981552,150.0,30.333859999999998,-97.82339,Entire home/apt,3,36,324
7005386,150.0,30.246129999999997,-97.75428000000001,Entire home/apt,3,0,0
7005488,100.0,30.28047,-97.71866,Entire home/apt,1,26,0
7006588,114.0,30.21647,-97.7801,Private room,2,0,0
7020344,150.0,30.29875,-97.76048,Entire home/apt,5,4,363
7033328,67.0,30.25824,-97.73872,Entire home/apt,1,0,0
7037257,99.0,30.37838,-97.97549000000001,Private room,1,33,365
7094484,104.0,30.298859999999998,-97.75805,Entire home/apt,2,175,337
7143120,89.0,30.345540000000003,-97.85944,Entire home/apt,28,31,276
7146530,138.0,30.2474,-97.7783,Entire home/apt,2,84,132
7171128,125.0,30.254820000000002,-97.74821999999999,Entire home/apt,2,32,83
7180503,60.0,30.319470000000003,-97.71573000000001,Private room,1,63,87
7202167,180.0,30.400809999999996,-97.76388,Private room,2,26,49
7222766,300.0,30.2605,-97.77671,Entire home/apt,2,3,0
7226096,350.0,30.262890000000002,-97.76482,Entire home/apt,2,0,0
7239077,544.0,30.2718,-97.72483000000001,Entire home/apt,3,8,298
7243467,295.0,30.32245,-97.7375,Entire home/apt,4,43,138
7247795,199.0,30.147859999999998,-97.81940999999999,Entire home/apt,4,40,13
7260963,350.0,30.25633,-97.73295999999999,Entire home/apt,2,12,0
7264070,140.0,30.26343,-97.72023,Entire home/apt,3,152,0
7264951,205.0,30.30752,-97.72724000000001,Entire home/apt,3,21,6
7279240,55.0,30.294529999999998,-97.83140999999999,Private room,2,16,87
7306419,129.0,30.437459999999998,-97.68463,Entire home/apt,2,83,300
7330232,350.0,30.43218,-97.87165,Entire home/apt,1,214,344
7345104,150.0,30.2476,-97.75438,Entire home/apt,2,15,328
7351170,193.0,30.232840000000003,-97.7792,Entire home/apt,2,292,45
7364825,75.0,30.22178,-97.7345,Entire home/apt,29,34,40
7417004,153.0,30.320159999999998,-97.75179,Entire home/apt,3,25,0
7431430,95.0,30.31145,-97.73196,Entire home/apt,2,137,136
7435259,108.0,30.27927,-97.75158,Entire home/apt,2,255,80
7437292,253.0,30.2777,-97.75731999999999,Entire home/apt,2,33,0
7462553,68.0,30.355620000000002,-97.75131,Private room,2,12,0
7462609,54.0,30.28746,-97.70707,Entire home/apt,2,283,59
7482140,600.0,30.26728,-97.7683,Entire home/apt,1,0,0
7492335,164.0,30.1648,-97.78034,Entire home/apt,1,1,0
7492691,100.0,30.30428,-97.7355,Entire home/apt,2,18,0
7495575,130.0,30.31138,-97.72349,Entire home/apt,1,11,0
7531639,100.0,30.40783,-97.70128000000001,Entire home/apt,30,221,341
7577428,149.0,30.36679,-97.74519000000001,Private room,1,0,0
7579302,132.0,30.295609999999996,-97.71571,Entire home/apt,5,185,0
7579394,132.0,30.293670000000002,-97.71515,Entire home/apt,2,177,72
7581865,350.0,30.2607,-97.77212,Entire home/apt,2,4,81
7582622,150.0,30.275679999999998,-97.85677,Entire home/apt,5,0,178
7593593,357.0,30.29855,-97.70132,Entire home/apt,1,102,364
7618643,150.0,30.24932,-97.74901,Entire home/apt,3,0,0
7619069,68.0,30.404259999999997,-97.74803,Private room,1,16,0
7633129,500.0,30.25517,-97.75956,Entire home/apt,1,0,0
7637956,110.0,30.30899,-97.72605,Entire home/apt,60,4,256
7638756,92.0,30.22227,-97.72119,Private room,1,0,0
7649234,170.0,30.274079999999998,-97.74287,Entire home/apt,30,8,123
7651943,325.0,30.38823,-97.9175,Entire home/apt,4,0,0
7662548,489.0,30.25132,-97.77441,Entire home/apt,4,345,11
7689262,90.0,30.199379999999998,-97.77248,Private room,1,2,0
7699233,67.0,30.358970000000003,-97.70439,Private room,1,11,0
7706359,150.0,30.40257,-97.72395,Entire home/apt,300,3,358
7725153,450.0,30.33493,-97.6462,Entire home/apt,1,0,0
7727704,380.0,30.258029999999998,-97.78664,Entire home/apt,1,0,0
7729746,249.0,30.27533,-97.76241999999999,Entire home/apt,2,14,0
7730776,279.0,30.3067,-97.91958000000001,Entire home/apt,2,160,155
7787003,116.0,30.259120000000003,-97.7149,Entire home/apt,3,75,308
7787682,70.0,30.231270000000002,-97.78430999999999,Private room,1,0,0
7789592,99.0,30.37854,-97.97734,Private room,1,12,365
7797703,100.0,30.24257,-97.73173,Entire home/apt,2,69,195
7802292,165.0,30.219309999999997,-97.77490999999999,Entire home/apt,2,24,80
7808418,200.0,30.266409999999997,-97.74136,Private room,2,116,0
7811193,220.0,30.43992,-97.75195,Entire home/apt,2,129,175
7818596,150.0,30.262529999999998,-97.77181,Entire home/apt,3,5,0
7825288,600.0,30.253390000000003,-97.74863,Entire home/apt,2,0,0
7825977,272.0,30.266690000000004,-97.74209,Entire home/apt,1,132,0
7826186,270.0,30.268259999999998,-97.74251,Entire home/apt,1,113,160
7836170,525.0,30.257209999999997,-97.76697,Entire home/apt,3,7,0
7837707,138.0,30.29209,-97.73394,Entire home/apt,4,143,0
7839215,199.0,30.276609999999998,-97.7939,Entire home/apt,1,25,1
7853521,60.0,30.38368,-97.79758000000001,Private room,1,1,338
7853960,150.0,30.34412,-97.99329,Entire home/apt,1,0,0
7856390,120.0,30.378840000000004,-97.7411,Entire home/apt,2,5,0
7859434,552.0,30.443379999999998,-97.68132,Entire home/apt,4,110,299
7859914,65.0,30.19225,-97.73784,Entire home/apt,1,575,135
7872804,99.0,30.252990000000004,-97.71596,Entire home/apt,2,67,97
7881350,60.0,30.35715,-97.79642,Entire home/apt,1,2,0
7881703,80.0,30.25099,-97.75688000000001,Private room,3,27,54
7884851,189.0,30.19792,-97.7326,Entire home/apt,5,76,81
7884925,500.0,30.2516,-97.77493,Entire home/apt,1,1,0
7894111,250.0,30.31108,-97.72896999999999,Entire home/apt,2,70,262
7895103,135.0,30.22215,-97.79198000000001,Entire home/apt,1,39,329
7897305,150.0,30.24255,-97.89911,Private room,2,0,0
7899546,112.0,30.245359999999998,-97.7488,Entire home/apt,2,172,167
7902053,150.0,30.25429,-97.78239,Entire home/apt,3,12,1
7902095,240.0,30.30521,-97.75458,Entire home/apt,2,2,0
7902384,170.0,30.27927,-97.76379,Entire home/apt,2,61,1
7915978,150.0,30.30082,-97.78115,Entire home/apt,2,0,317
7917741,150.0,30.299570000000003,-97.78121999999999,Entire home/apt,1,1,287
7918922,150.0,30.277040000000003,-97.71821,Entire home/apt,31,41,61
7922035,200.0,30.24735,-97.77481999999999,Entire home/apt,2,3,0
7932066,95.0,30.247770000000003,-97.74405,Entire home/apt,30,15,313
7935687,139.0,30.347340000000003,-97.74327,Entire home/apt,30,8,287
7936442,150.0,30.266690000000004,-97.73080999999999,Entire home/apt,2,13,0
7937786,329.0,30.24418,-97.73658,Entire home/apt,2,42,347
7946971,200.0,30.3468,-97.73593000000001,Entire home/apt,1,0,0
7971903,78.0,30.290029999999998,-97.75175,Entire home/apt,2,143,54
7980411,190.0,30.27585,-97.75854,Entire home/apt,2,2,0
7985608,300.0,30.235970000000002,-97.78341,Private room,2,6,365
7996932,65.0,30.219140000000003,-97.79596,Private room,1,15,0
8032556,198.0,30.31488,-97.74455999999999,Entire home/apt,3,198,256
8034552,55.0,30.34481,-97.71191,Private room,1,16,364
8063156,200.0,30.20595,-97.84102,Entire home/apt,4,0,0
8067300,116.0,30.300459999999998,-97.73686,Entire home/apt,2,117,272
8069972,95.0,30.232470000000003,-97.73308,Entire home/apt,3,14,0
8084195,150.0,30.25719,-97.76335,Entire home/apt,2,13,365
8086913,289.0,30.22513,-97.87958,Entire home/apt,1,0,0
8090183,75.0,30.260340000000003,-97.77481,Entire home/apt,2,47,0
8090353,300.0,30.20535,-97.76353,Entire home/apt,2,0,0
8101620,220.0,30.240040000000004,-97.76543000000001,Private room,2,1,0
8106607,114.0,30.43924,-97.74257,Entire home/apt,30,12,42
8117242,150.0,30.277420000000003,-97.7937,Entire home/apt,3,7,271
8118902,400.0,30.25805,-97.77378,Entire home/apt,3,18,225
8131911,149.0,30.255640000000003,-97.7489,Entire home/apt,2,28,0
8135306,175.0,30.24107,-97.72404,Entire home/apt,4,0,0
8149550,402.0,30.22792,-97.7644,Entire home/apt,2,139,165
8167068,55.0,30.310029999999998,-97.72614,Entire home/apt,90,11,272
8167348,150.0,30.29777,-97.70773,Entire home/apt,2,3,0
8170039,95.0,30.237640000000003,-97.76002,Entire home/apt,120,3,223
8170048,92.0,30.24232,-97.76385,Entire home/apt,2,192,171
8172036,300.0,30.145979999999998,-97.84254,Entire home/apt,3,0,0
8172120,215.0,30.258029999999998,-97.78848,Entire home/apt,1,2,0
8185376,136.0,30.2428,-97.74694000000001,Entire home/apt,3,35,295
8186176,225.0,30.31082,-97.74219000000001,Entire home/apt,2,34,0
8186947,350.0,30.23305,-97.78743,Entire home/apt,1,0,0
8190834,115.0,30.217190000000002,-97.77448000000001,Private room,4,0,0
8192828,342.0,30.226679999999998,-97.81397,Entire home/apt,2,2,0
8208157,221.0,30.2376,-97.99535,Entire home/apt,2,216,280
8213171,178.0,30.26023,-97.66971,Entire home/apt,3,46,14
8222790,156.0,30.22852,-97.7346,Entire home/apt,2,60,278
8227170,308.0,30.24628,-97.72797,Entire home/apt,2,76,338
8235178,239.0,30.24799,-97.77849,Entire home/apt,2,95,208
8238039,180.0,30.20021,-97.77107,Entire home/apt,3,4,0
8241511,225.0,30.27505,-97.76226,Entire home/apt,365,1,0
8253159,112.0,30.336409999999997,-97.76186,Entire home/apt,2,142,60
8253891,124.0,30.279690000000002,-97.75855,Entire home/apt,2,204,42
8255065,100.0,30.239929999999998,-97.73291,Entire home/apt,1,289,75
8268045,81.0,30.27502,-97.75446,Entire home/apt,30,51,104
8268970,112.0,30.224090000000004,-97.91659,Entire home/apt,1,138,0
8274367,150.0,30.33408,-97.71273000000001,Entire home/apt,2,1,0
8275886,156.0,30.29385,-97.72098000000001,Entire home/apt,2,24,22
8276110,100.0,30.2423,-97.78222,Private room,1,2,0
8284053,136.0,30.22553,-97.72398000000001,Entire home/apt,1,2,0
8285130,153.0,30.369970000000002,-97.67168000000001,Entire home/apt,6,30,0
8290369,176.0,30.32088,-97.70124,Entire home/apt,2,58,0
8291582,100.0,30.30487,-97.7194,Entire home/apt,2,1,0
8293924,150.0,30.256709999999998,-97.72765,Entire home/apt,3,2,0
8294952,223.0,30.276020000000003,-97.71996,Entire home/apt,2,156,203
8301191,85.0,30.32609,-97.7324,Entire home/apt,1,0,0
8301931,185.0,30.2934,-97.70705,Private room,3,1,0
8302929,225.0,30.276870000000002,-97.73132,Entire home/apt,1,3,0
8321562,122.0,30.241690000000002,-97.73764,Entire home/apt,7,33,157
8327051,500.0,30.261440000000004,-97.77620999999999,Entire home/apt,4,1,0
8327560,150.0,30.25775,-97.75264,Entire home/apt,2,0,0
8337250,320.0,30.24788,-97.7355,Entire home/apt,1,3,365
8341884,250.0,30.203459999999996,-97.77063000000001,Entire home/apt,3,0,364
8342413,107.0,30.162570000000002,-97.85322,Private room,2,1,0
8343187,300.0,30.26088,-97.78871,Entire home/apt,1,0,0
8349440,350.0,30.195999999999998,-97.78007,Entire home/apt,1,0,0
8354052,150.0,30.16102,-97.83739,Private room,2,0,365
8355807,117.0,30.252409999999998,-97.75616,Entire home/apt,3,182,36
8356007,370.0,30.256390000000003,-97.73599,Entire home/apt,1,12,364
8363877,63.0,30.22431,-97.75525999999999,Entire home/apt,2,212,247
8364949,157.0,30.375970000000002,-97.74376,Entire home/apt,30,69,257
8365492,150.0,30.25388,-97.76923000000001,Entire home/apt,2,1,0
8371410,70.0,30.22683,-97.91138000000001,Entire home/apt,2,6,0
8372093,250.0,30.29845,-97.75846,Entire home/apt,4,4,0
8373416,52.0,30.301579999999998,-97.73345,Entire home/apt,3,1,0
8383427,250.0,30.28995,-97.76848000000001,Entire home/apt,3,1,0
8387546,147.0,30.308390000000003,-97.68366,Entire home/apt,15,44,204
8390383,156.0,30.2524,-97.72395,Entire home/apt,3,226,0
8390607,118.0,30.275959999999998,-97.76329,Entire home/apt,3,114,33
8392052,140.0,30.26339,-97.72609,Entire home/apt,2,2,0
8402953,250.0,30.28888,-97.72505,Entire home/apt,4,35,179
8404063,500.0,30.212629999999997,-97.76586999999999,Entire home/apt,1,2,0
8406405,600.0,30.26933,-97.73159,Entire home/apt,2,0,0
8408862,400.0,30.26558,-97.7412,Entire home/apt,2,23,360
8410531,598.0,30.17197,-97.7817,Entire home/apt,1,0,365
8422925,75.0,30.26623,-97.74067,Private room,1,156,90
8423582,475.0,30.258290000000002,-97.72431999999999,Entire home/apt,3,160,233
8426539,135.0,30.2661,-97.74058000000001,Private room,1,4,89
8427091,75.0,30.26613,-97.73921999999999,Private room,1,159,88
8427205,100.0,30.20422,-97.79965,Entire home/apt,1,144,0
8429604,149.0,30.243409999999997,-97.74032,Entire home/apt,2,100,326
8437392,180.0,30.25207,-97.74485,Entire home/apt,2,3,0
8438090,144.0,30.219179999999998,-97.77025,Entire home/apt,2,154,155
8442279,595.0,30.2637,-97.76289,Private room,2,0,0
8447116,499.0,30.266779999999997,-97.7421,Entire home/apt,4,0,362
8455007,241.0,30.244979999999998,-97.74299,Entire home/apt,2,46,147
8456949,300.0,30.31322,-97.73293000000001,Private room,2,0,0
8459196,489.0,30.18761,-97.78733000000001,Entire home/apt,3,0,0
8459820,209.0,30.257170000000002,-97.79069,Entire home/apt,2,1,268
8473216,140.0,30.23232,-97.73029,Entire home/apt,1,2,0
8480556,94.0,30.24642,-97.77123,Entire home/apt,2,229,320
8483460,150.0,30.26323,-97.77488000000001,Entire home/apt,3,0,0
8485189,250.0,30.27095,-97.72959,Entire home/apt,1,0,0
8485494,400.0,30.26105,-97.76713000000001,Entire home/apt,4,0,0
8486228,225.0,30.28762,-97.74745,Entire home/apt,2,7,0
8486971,350.0,30.25266,-97.74519000000001,Entire home/apt,2,0,0
8488895,500.0,30.25488,-97.72509000000001,Entire home/apt,2,49,0
8489018,90.0,30.248590000000004,-97.73121,Entire home/apt,1,5,0
8489021,150.0,30.254890000000003,-97.75149,Entire home/apt,2,0,0
8497940,78.0,30.30064,-97.72765,Entire home/apt,2,97,308
8499413,179.0,30.24135,-97.7734,Entire home/apt,2,3,0
8499809,99.5,30.26858,-97.80035,Shared room,1,0,0
8502075,214.0,30.26026,-97.78186,Entire home/apt,2,1,0
8505696,440.0,30.231090000000002,-97.76156999999999,Entire home/apt,4,0,0
8506283,80.0,30.266679999999997,-97.70700000000001,Entire home/apt,3,100,0
8507456,75.0,30.2616,-97.71565,Entire home/apt,1,1,0
8507552,55.0,30.2082,-97.78836,Entire home/apt,4,7,0
8507559,81.0,30.236520000000002,-97.74991999999999,Entire home/apt,30,117,102
8515332,300.0,30.225440000000003,-97.79012,Private room,1,0,0
8516399,170.0,30.24132,-97.72258000000001,Entire home/apt,1,0,0
8516626,70.0,30.25255,-97.72983,Private room,1,18,1
8523885,150.0,30.23954,-97.84969,Private room,1,0,0
8526072,165.0,30.230999999999998,-97.83428,Private room,1,0,365
8531225,125.0,30.302629999999997,-97.71969,Entire home/apt,1,102,359
8535059,500.0,30.27007,-97.71512,Private room,1,0,0
8535760,585.0,30.289859999999997,-97.84971,Entire home/apt,1,0,0
8535930,350.0,30.30428,-97.73451999999999,Entire home/apt,1,0,0
8537118,150.0,30.276940000000003,-97.72978,Entire home/apt,1,0,0
8538239,150.0,30.283379999999998,-97.76914000000001,Entire home/apt,3,0,365
8540638,51.0,30.339090000000002,-97.74753,Private room,1,31,0
8540885,645.0,30.30095,-97.79681,Entire home/apt,2,30,0
8541039,150.0,30.24819,-97.74478,Entire home/apt,2,5,0
8549483,158.0,30.2698,-97.73014,Entire home/apt,1,0,0
8550852,500.0,30.24248,-97.78426999999999,Private room,1,0,0
